Database ID,Sample ID,Ecosystem,Sample type,Common name,Scientific name,Bush food group,Wildlife group,Compartment,Composite count,Dry mass fraction,Sex,Mussel age (y),Soil depth (cm),Family code,Collection date (day/month/year),Location,Status,Easting,Northing,Zone,Datum,Geocoding,U-238,U-238err,U-234,U-234err,Th-230,Th-230err,Ra-226,Ra-226err,Pb-210,Pb-210err,Po-210,Po-210err,Th-232,Th-232err,Ra-228,Ra-228err,Th-228,Th-228err,Ac-227,Ac-227err,K-40,K-40err,Al,As,Ba,Ca,Cd,Co,Cr,Cu,Fe,Hg,K,Mg,Mn,Na,Ni,P,Pb,Rb,S,Sb,Se,Sr,Th,U,V,Zn,Reference,Notes
2717,NK0043,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0400,15/09/2000,Nabarlek mine site - Northern end of runway,Perturbed,315450,8639300,53S,WGS84,1,1.6E+1,7.4E+0,,,,,2.1E+1,9.1E-1,1.9E+1,3.0E+0,,,,,1.9E+1,2.0E+0,2.0E+1,2.1E+0,,,1.4E+1,4.4E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2718,NK0044,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0401,15/09/2000,Nabarlek mine site - Western fence,Perturbed,317450,8637990,53S,WGS84,1,7.9E+1,1.7E+1,,,,,1.3E+2,2.2E+0,1.5E+2,9.0E+0,,,,,2.9E+1,3.0E+0,3.6E+1,2.8E+0,,,1.4E+2,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2719,NK0045,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0402,15/09/2000,Nabarlek mine site - Stockpile,Perturbed,316560,8639500,53S,WGS84,1,2.2E+1,1.1E+1,,,,,3.9E+1,1.3E+0,4.2E+1,5.2E+0,,,,,1.9E+1,2.3E+0,2.1E+1,2.4E+0,,,7.8E+0,6.1E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2720,NK0046,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0403,15/09/2000,Nabarlek mine site - Evapoaration pond 1,Perturbed,316930,8639350,53S,WGS84,1,9.8E+2,3.3E+1,,,,,1.0E+3,8.1E+0,9.5E+2,1.4E+1,,,,,9.0E+1,3.1E+0,9.1E+1,3.1E+0,,,8.8E+2,1.8E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2721,NK0048,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0404,15/09/2000,Nabarlek mine site - Northern end of runway,Perturbed,315450,8639300,53S,WGS84,1,5.8E+1,1.8E+1,,,,,5.0E+1,1.9E+0,6.9E+1,8.7E+0,,,,,1.8E+1,3.2E+0,1.8E+1,3.0E+0,,,8.4E+1,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2722,NK0049,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0405,15/09/2000,Nabarlek mine site - East of Pit,Perturbed,317850,8638480,53S,WGS84,1,1.3E+2,2.3E+1,,,,,2.2E+2,3.2E+0,2.0E+2,1.1E+1,,,,,2.9E+1,3.4E+0,2.9E+1,3.1E+0,,,1.2E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2723,NK0050,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0406,15/09/2000,Nabarlek mine site - South western side of runway,Perturbed,316660,8638970,53S,WGS84,1,3.0E+1,8.6E+0,,,,,4.5E+1,1.1E+0,1.1E+2,4.4E+0,,,,,2.1E+1,2.1E+0,2.2E+1,2.2E+0,,,1.1E+1,4.9E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2724,NK0051,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0407,21/10/2002,Nabarlek mine site - Southern end of runway,Perturbed,315661,8639183,53S,WGS84,1,8.7E+1,6.9E+0,,,,,9.7E+1,1.6E+0,9.9E+1,1.1E+1,,,,,3.2E+1,1.8E+0,3.1E+1,9.0E-1,,,6.7E+1,8.8E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2725,NK0052,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0408,21/10/2002,Nabarlek mine site - Western end of runway,Perturbed,315560,8639229,53S,WGS84,1,1.9E+1,8.0E+0,,,,,2.1E+1,1.2E+0,8.3E+1,9.0E+0,,,,,1.7E+1,2.1E+0,2.2E+1,1.1E+0,,,4.7E+1,9.4E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2726,NK0053,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0409,21/10/2002,Nabarlek mine site - Eastern end of runway,Perturbed,315674,8639259,53S,WGS84,1,5.3E+1,7.7E+0,,,,,5.7E+1,1.5E+0,8.8E+1,1.2E+1,,,,,3.4E+1,2.2E+0,3.3E+1,1.1E+0,,,6.9E+1,9.9E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2727,NK0054,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0410,21/10/2002,Nabarlek mine site - Near evaporation ponds,Perturbed,316633,8639622,53S,WGS84,1,2.3E+2,1.2E+1,,,,,2.5E+2,2.5E+0,2.7E+2,1.3E+1,,,,,3.7E+1,2.8E+0,3.9E+1,1.4E+0,,,2.9E+2,1.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2728,NK0055,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0411,21/10/2002,Nabarlek mine site - Near evaporation ponds,Perturbed,316620,8639860,53S,WGS84,1,7.5E+1,8.1E+0,,,,,6.3E+1,1.6E+0,7.7E+1,1.2E+1,,,,,2.4E+1,2.1E+0,2.1E+1,9.7E-1,,,2.0E+1,9.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2729,NK0056,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0412,21/10/2002,Nabarlek mine site - Near evaporation ponds,Perturbed,316480,8639656,53S,WGS84,1,5.6E+1,8.2E+0,,,,,6.6E+1,1.4E+0,8.2E+1,9.0E+0,,,,,2.8E+1,2.2E+0,3.0E+1,1.2E+0,,,2.6E+1,8.7E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2730,NK0057,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0413,21/10/2002,Nabarlek mine site - Near evaporation ponds,Perturbed,316502,8639476,53S,WGS84,1,6.0E+1,8.3E+0,,,,,5.1E+1,1.4E+0,6.7E+1,8.9E+0,,,,,1.8E+1,2.2E+0,1.6E+1,1.1E+0,,,8.8E+0,8.7E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2731,NK0058,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0414,21/10/2002,Nabarlek mine site - Near evaporation ponds,Perturbed,316366,8639551,53S,WGS84,1,6.0E+1,8.1E+0,,,,,5.6E+1,1.6E+0,6.6E+1,1.2E+1,,,,,1.7E+1,2.1E+0,2.0E+1,1.0E+0,,,1.3E+1,9.0E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2732,NK0059,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0415,21/10/2002,Nabarlek mine site - Near evaporation ponds,Perturbed,316423,8639719,53S,WGS84,1,1.4E+2,9.2E+0,,,,,1.2E+2,2.1E+0,1.4E+2,1.0E+1,,,,,2.4E+1,2.2E+0,1.8E+1,1.3E+0,,,1.9E+1,6.9E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2733,NK0060,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0416,21/10/2002,Nabarlek mine site - Badlands area,Perturbed,317544,8638426,53S,WGS84,1,2.8E+3,5.0E+1,,,,,2.2E+4,5.2E+1,3.2E+4,1.6E+2,,,,,2.9E+1,8.9E+0,1.2E+2,3.5E+0,,,2.9E+2,2.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2734,NK0061,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0417,21/10/2002,Nabarlek mine site - Badlands area,Perturbed,317562,8638413,53S,WGS84,1,7.7E+3,1.1E+2,,,,,9.1E+3,7.1E+1,1.9E+4,2.0E+2,,,,,1.7E+1,8.8E+0,8.1E+1,4.0E+0,,,2.2E+2,2.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2735,NK0062,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0418,21/10/2002,Nabarlek mine site - Badlands area,Perturbed,317572,8638399,53S,WGS84,1,9.8E+3,7.7E+1,,,,,1.9E+4,4.9E+1,2.6E+4,1.5E+2,,,,,6.1E+1,1.2E+1,1.1E+2,4.7E+0,,,2.1E+2,3.9E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2736,NK0063,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0419,21/10/2002,Nabarlek mine site - Waste rock dump,Perturbed,317517,8637991,53S,WGS84,1,2.1E+2,1.2E+1,,,,,2.2E+2,2.9E+0,2.7E+2,1.6E+1,,,,,3.8E+1,2.7E+0,4.7E+1,1.5E+0,,,1.7E+2,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2737,NK0064,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0420,21/10/2002,Nabarlek mine site - Waste rock dump,Perturbed,317494,8638064,53S,WGS84,1,1.6E+2,1.1E+1,,,,,1.8E+2,2.6E+0,1.5E+2,1.5E+1,,,,,4.4E+1,2.7E+0,4.3E+1,1.4E+0,,,3.1E+2,1.6E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2738,NK0065,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0421,21/10/2002,Nabarlek mine site - Pit,Perturbed,317537,8638507,53S,WGS84,1,1.2E+3,2.0E+1,,,,,1.3E+3,5.7E+0,1.4E+3,2.4E+1,,,,,1.1E+2,4.2E+0,1.1E+2,2.0E+0,,,1.1E+3,2.6E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2739,NK0066,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0422,21/10/2002,Nabarlek mine site - Pit,Perturbed,317591,8638515,53S,WGS84,1,2.6E+3,3.1E+1,,,,,2.6E+3,9.5E+0,2.7E+3,3.6E+1,,,,,6.9E+1,5.3E+0,7.9E+1,2.4E+0,,,7.6E+2,2.6E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2740,NK0067,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0423,21/10/2002,Nabarlek mine site - Pit,Perturbed,317467,8638620,53S,WGS84,1,1.1E+3,2.0E+1,,,,,1.2E+3,5.5E+0,1.3E+3,2.4E+1,,,,,9.6E+1,4.2E+0,9.6E+1,2.0E+0,,,1.2E+3,2.7E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2741,NK0068,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0424,21/10/2002,Nabarlek mine site - Pit,Perturbed,317470,8638692,53S,WGS84,1,4.6E+3,6.9E+1,,,,,3.5E+3,2.8E+1,3.1E+3,5.1E+1,,,,,8.7E+1,5.9E+0,1.1E+2,3.0E+0,,,8.6E+2,2.9E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2742,NK0069,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0425,21/10/2002,Nabarlek mine site - Pit,Perturbed,317593,8638487,53S,WGS84,1,1.5E+3,2.9E+1,,,,,1.7E+3,1.4E+1,1.7E+3,3.0E+1,,,,,9.0E+1,4.4E+0,9.6E+1,2.4E+0,,,1.0E+3,2.7E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2743,NK0070,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0426,21/10/2002,Nabarlek mine site - Pit,Perturbed,317593,8638395,53S,WGS84,1,1.2E+3,2.4E+1,,,,,1.9E+3,7.6E+0,1.5E+3,2.8E+1,,,,,6.7E+1,4.6E+0,6.9E+1,2.1E+0,,,4.7E+2,2.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2744,NK0071,Terrestrial,Soil,,,,,Total,,,,,0-3,SOIL0427,21/10/2002,Nabarlek mine site - Pit,Perturbed,317636,8638449,53S,WGS84,1,2.4E+3,4.2E+1,,,,,2.3E+3,1.9E+1,2.6E+3,4.2E+1,,,,,9.0E+1,5.5E+0,1.0E+2,2.9E+0,,,1.2E+3,3.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
2745,RM10001,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0428,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274963,8596782,53S,WGS84,1,1.0E+4,1.6E+2,,,,,1.7E+2,2.3E+0,1.0E+2,1.2E+1,,,,,6.9E+1,2.9E+0,6.9E+1,2.0E+0,,,1.2E+2,1.0E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2746,RM10002,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0429,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274942,8596811,53S,WGS84,1,1.1E+4,2.6E+2,,,,,5.9E+2,4.9E+0,9.7E+1,1.6E+1,,,,,5.5E+1,3.5E+0,5.8E+1,2.2E+0,,,1.2E+2,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2747,RM10003,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0430,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274931,8596826,53S,WGS84,1,7.3E+3,1.2E+2,,,,,3.5E+2,3.6E+0,8.9E+1,1.2E+1,,,,,6.3E+1,3.1E+0,6.4E+1,2.0E+0,,,9.4E+1,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2748,RM10004,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0431,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274912,8596810,53S,WGS84,1,1.4E+4,2.1E+2,,,,,3.8E+2,4.0E+0,6.6E+1,1.5E+1,,,,,5.6E+1,3.6E+0,5.5E+1,2.1E+0,,,9.9E+1,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2749,RM10005,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0432,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274935,8596782,53S,WGS84,1,2.4E+4,3.6E+2,,,,,1.2E+3,9.6E+0,2.0E+2,2.2E+1,,,,,5.9E+1,4.8E+0,5.5E+1,2.2E+0,,,1.1E+2,1.6E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2750,RM10006,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0433,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274905,8596785,53S,WGS84,1,5.0E+3,1.3E+2,,,,,1.9E+2,2.8E+0,9.3E+1,1.2E+1,,,,,4.7E+1,3.2E+0,4.4E+1,1.9E+0,,,8.0E+1,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2751,RM10007,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0434,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274872,8596786,53S,WGS84,1,1.1E+4,2.6E+2,,,,,2.7E+2,2.9E+0,1.4E+2,1.4E+1,,,,,6.2E+1,3.3E+0,5.8E+1,2.0E+0,,,9.4E+1,9.8E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2752,RM10008,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0435,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274794,8596766,53S,WGS84,1,1.9E+4,2.7E+2,,,,,7.8E+2,6.2E+0,1.6E+2,1.2E+1,,,,,7.1E+1,3.0E+0,7.5E+1,2.1E+0,,,1.2E+2,9.9E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2753,RM10009,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0436,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274775,8596797,53S,WGS84,1,7.2E+3,1.6E+2,,,,,3.3E+2,2.7E+0,1.1E+2,9.8E+0,,,,,3.8E+1,2.1E+0,4.1E+1,1.4E+0,,,1.0E+2,8.2E+0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2754,RM10010,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0437,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274798,8596804,53S,WGS84,1,6.3E+3,1.1E+2,,,,,3.4E+2,3.7E+0,1.1E+2,1.2E+1,,,,,6.3E+1,3.3E+0,5.8E+1,2.0E+0,,,1.1E+2,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2755,RM10011,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0438,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274811,8596779,53S,WGS84,1,3.0E+4,4.4E+2,,,,,1.8E+3,1.4E+1,2.4E+2,2.4E+1,,,,,8.7E+1,5.7E+0,8.6E+1,3.0E+0,,,1.2E+2,1.9E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2756,RM10012,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0439,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274835,8596796,53S,WGS84,1,8.4E+3,2.0E+2,,,,,1.6E+2,2.4E+0,9.7E+1,1.3E+1,,,,,8.0E+1,3.6E+0,8.1E+1,2.5E+0,,,1.0E+2,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2757,RM10013,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0440,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274817,8596821,53S,WGS84,1,4.9E+3,8.8E+1,,,,,2.9E+2,3.3E+0,1.1E+2,1.0E+1,,,,,7.4E+1,3.2E+0,7.7E+1,2.2E+0,,,1.2E+2,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2758,RM10014,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0441,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274797,8596851,53S,WGS84,1,5.2E+3,1.3E+2,,,,,4.3E+2,3.9E+0,1.6E+2,1.3E+1,,,,,6.8E+1,3.4E+0,7.1E+1,2.3E+0,,,1.3E+2,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2759,RM10015,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0442,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274823,8596856,53S,WGS84,1,2.6E+4,3.8E+2,,,,,4.1E+2,4.3E+0,2.0E+2,1.9E+1,,,,,6.6E+1,4.5E+0,6.9E+1,2.5E+0,,,1.3E+2,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2760,RM10016,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0443,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274842,8596826,53S,WGS84,1,2.6E+4,5.8E+2,,,,,6.9E+2,5.3E+0,2.4E+2,2.1E+1,,,,,6.2E+1,4.1E+0,6.5E+1,2.4E+0,,,1.1E+2,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2761,RM10017,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0444,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274861,8596836,53S,WGS84,1,8.0E+3,1.3E+2,,,,,3.9E+2,4.1E+0,1.1E+2,1.4E+1,,,,,7.3E+1,3.6E+0,7.9E+1,2.4E+0,,,1.1E+2,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2762,RM10018,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0445,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274841,8596864,53S,WGS84,1,2.4E+4,5.3E+2,,,,,3.8E+2,4.0E+0,1.9E+2,2.2E+1,,,,,7.2E+1,4.2E+0,7.1E+1,2.6E+0,,,1.3E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2763,RM10019,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0446,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274826,8596882,53S,WGS84,1,5.7E+3,1.0E+2,,,,,3.5E+2,3.7E+0,1.3E+2,1.2E+1,,,,,8.0E+1,3.5E+0,7.8E+1,2.3E+0,,,1.4E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2764,RM10020,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0447,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274850,8596896,53S,WGS84,1,8.9E+3,2.1E+2,,,,,5.0E+2,4.2E+0,1.2E+2,1.4E+1,,,,,7.3E+1,3.4E+0,7.6E+1,2.4E+0,,,1.4E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2765,RM10021,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0448,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274869,8596866,53S,WGS84,1,1.3E+4,2.0E+2,,,,,6.2E+2,5.8E+0,1.5E+2,1.7E+1,,,,,9.6E+1,4.2E+0,9.3E+1,2.8E+0,,,1.3E+2,1.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2766,RM10022,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0449,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274891,8596837,53S,WGS84,1,1.1E+4,2.5E+2,,,,,1.5E+2,2.6E+0,8.0E+1,1.6E+1,,,,,8.2E+1,4.0E+0,8.7E+1,2.7E+0,,,1.5E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2767,RM10023,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0450,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274933,8596977,53S,WGS84,1,8.3E+3,1.3E+2,,,,,2.0E+2,2.7E+0,1.5E+2,1.3E+1,,,,,6.6E+1,3.5E+0,6.5E+1,2.1E+0,,,1.1E+2,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2768,RM10024,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0451,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274955,8596949,53S,WGS84,1,6.7E+3,1.6E+2,,,,,4.1E+2,3.7E+0,1.5E+2,1.3E+1,,,,,7.2E+1,3.3E+0,6.9E+1,2.2E+0,,,1.4E+2,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2769,RM10025,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0452,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274979,8596921,53S,WGS84,1,4.7E+3,8.4E+1,,,,,2.8E+2,3.0E+0,1.3E+2,1.0E+1,,,,,7.9E+1,3.1E+0,7.8E+1,2.2E+0,,,1.8E+2,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2770,RM10026,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0453,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274959,8596908,53S,WGS84,1,5.8E+3,1.4E+2,,,,,3.1E+2,3.1E+0,1.1E+2,1.2E+1,,,,,7.9E+1,3.2E+0,8.3E+1,2.3E+0,,,1.2E+2,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2771,RM10027,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0454,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274937,8596936,53S,WGS84,1,1.1E+4,1.7E+2,,,,,3.6E+2,3.9E+0,1.5E+2,1.4E+1,,,,,6.0E+1,3.8E+0,6.2E+1,2.1E+0,,,1.1E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2772,RM10028,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0455,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274916,8596966,53S,WGS84,1,3.5E+3,7.1E+1,,,,,3.9E+2,3.9E+0,1.3E+2,1.1E+1,,,,,6.7E+1,3.2E+0,7.0E+1,2.1E+0,,,1.2E+2,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2773,RM10029,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0456,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274918,8596921,53S,WGS84,1,8.5E+3,2.0E+2,,,,,5.2E+2,4.6E+0,1.7E+2,1.6E+1,,,,,4.6E+1,3.6E+0,5.0E+1,2.0E+0,,,1.2E+2,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2774,RM10030,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0457,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274941,8596894,53S,WGS84,1,1.1E+4,1.7E+2,,,,,5.2E+2,4.9E+0,1.3E+2,1.3E+1,,,,,6.5E+1,3.5E+0,6.8E+1,2.2E+0,,,1.0E+2,1.2E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2775,RM10031,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0458,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274920,8596883,53S,WGS84,1,3.9E+3,1.0E+2,,,,,2.9E+2,3.0E+0,1.4E+2,1.1E+1,,,,,6.6E+1,3.1E+0,7.2E+1,2.2E+0,,,1.1E+2,1.1E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2776,RM10032,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0459,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274898,8596910,53S,WGS84,1,6.7E+3,1.6E+2,,,,,2.9E+2,3.1E+0,1.6E+2,1.3E+1,,,,,7.2E+1,3.5E+0,7.6E+1,2.3E+0,,,1.4E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2777,RM10033,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0460,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274869,8596909,53S,WGS84,1,8.2E+3,1.4E+2,,,,,6.4E+2,6.0E+0,1.7E+2,1.5E+1,,,,,6.8E+1,4.1E+0,6.8E+1,2.3E+0,,,1.0E+2,1.4E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2778,RM10034,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0461,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274891,8596881,53S,WGS84,1,1.0E+4,2.3E+2,,,,,5.4E+2,4.6E+0,1.5E+2,1.6E+1,,,,,8.0E+1,3.8E+0,8.1E+1,2.5E+0,,,1.5E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2779,RM10035,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0462,19/10/2010,Ranger mine site - Magela land application area,Perturbed,274913,8596852,53S,WGS84,1,1.2E+4,1.8E+2,,,,,8.4E+2,7.1E+0,1.8E+2,1.6E+1,,,,,7.4E+1,3.9E+0,6.9E+1,2.2E+0,,,1.1E+2,1.3E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
2780,RD08001,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0463,24/05/2008,Ranger mine site - Magela land application area,Perturbed,274993,8597766,53S,WGS84,1,9.2E+3,1.2E+2,,,,,3.9E+2,4.8E+0,9.0E+1,1.5E+1,,,,,7.8E+1,4.9E+0,7.3E+1,2.3E+0,,,1.5E+2,2.0E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 6",
2781,RD08002,Terrestrial,Soil,,,,,Total,,,,,0-10,SOIL0464,24/05/2008,Ranger mine site - Magela land application area,Perturbed,275006,8597748,53S,WGS84,1,6.4E+3,6.7E+1,,,,,2.4E+2,5.3E+0,7.4E+1,1.5E+1,,,,,6.0E+1,6.1E+0,5.5E+1,8.7E+0,,,2.1E+2,1.5E+1,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 6",
